NO,Operator,Node_Status,Life,Asset,Province,Service_Center,Brand,NE_IP,NE_Name,NE_Type,Bandwidth,Used_Port,Free_Port,Total,Battery_life,Type,PON_Type,OLT_Slot,Platform,Name_Umbo,customer_Umbo,OLT_Twin,Procurement_OLT,Procurement_Battery_Li_On,Battery_Site,Asset_Battery,Check_Update_OLT
"1","NT","Online","รอสอบถาม","null","เชียงราย","เชียงราย 1","ZTE","10.230.21.160","CRI_NT2_ChiangRai_Indoor(LR)","C600","10G","160","16","3,002","3 - 5 ปี","Indoor","LR","15 Slot","New Platform","เชียงราย","2,970","-","null","null","null","null","OLT ยังใช้"
"2","NT","Online","รอสอบถาม","null","ลำปาง","ลำปาง 1","ZTE","10.230.41.100","LPG_NT2_Lampang01_indoor(LR)","C300v2","10G","56","8","2,227","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","ลำปาง 1 (FTTx)","2,249","-","2566","2569","48V 20Ah & EMM","205011485307","OLT ยังใช้"
"3","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","ปาย 1","ZTE","10.230.25.42","MSN_NT2_Pai_Indoor","C300v2","10G","84","20","2,001","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","ปาย (FTTx)","1,994","ตั้งคู่ C600","2565","2569","48V 20Ah","205011495921","OLT ยังใช้"
"4","NT","Online","รอสอบถาม","null","นครสวรรค์","นครสวรรค์ 1","ZTE","10.229.69.239","NSN_NT2_NSN2_(NAKHONSAWAN2))_Indoor(LR)","C300","10G","91","21","1,854","3 - 5 ปี","Indoor","LR","15 Slot","-","นครสวรรค์ 2 (FTTx)","1,866","ตั้งคู่ C600","null","null","null","null","OLT ยังใช้"
"5","NT","Online","รอสอบถาม","null","เชียงใหม่","เชียงดาว","ZTE","10.230.1.50","CMI_NT2_CDO_Indoor(LR)","C300v2","10G","43","5","1,739","1 - 2 ปี","Indoor","LR","15 Slot","-","OLT_เชียงดาว_CDO","1,474","-","null","null","null","null","OLT ยังใช้"
"6","NT","Online","รอสอบถาม","null","เชียงราย","เชียงราย 2","Fiberhome","10.162.8.131","CRI_NT1_CRI_Indoor(LR)  (สค.เชียงราย) 10G","AN5116-06B","10G","85","11","1,691","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","สค.เชียงราย#1","1,281","-","2566","null","null","null","OLT ยังใช้"
"7","NT","Online","รอสอบถาม","null","เชียงราย","เวียงป่าเป้า","ZTE","10.230.21.105","CRI_NT2_WiangPaPoa_Indoor(LR)","C300v2","10G","74","6","1,676","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","เวียงป่าเป้า","1,705","-","2568 (ระหว่างปี)","null","null","null","OLT ยังใช้"
"8","NT","Online","รอสอบถาม","null","เพชรบูรณ์","เพชรบูรณ์ 1","ZTE","10.229.85.201","PBN_NT2_PhetChaBun_Indoor (LR)","C600","10G","61","19","1,623","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","เพชรบูรณ์ (XGPON)","1,639","-","null","null","null","null","OLT ยังใช้"
"9","NT","Online","รอสอบถาม","null","เชียงใหม่","ศูนย์ราชการจังหวัดเชียงใหม่","ZTE","10.230.2.33","CMI_NT2_CMI2/4_Indoor(LR)","C300v2","10G","51","13","1,580","3 - 5 ปี","Indoor","LR","15 Slot","-","CMI_CMI2_OLT04_(เชียงใหม่ 2/4 XGpon)","1,354","-","null","null","null","null","OLT ยังใช้"
"10","NT","Online","รอสอบถาม","null","เชียงใหม่","สันกำแพง","ZTE","10.230.1.120","CMI_NT2_BOS_Indoor(LR)","C300v2","10G","48","8","1,572","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_BOS_OLT01_(บ่อสร้าง)","1,146","-","null","null","null","null","OLT ยังใช้"
"11","NT","Online","รอสอบถาม","null","เชียงใหม่","แม่ริม","ZTE","10.230.1.119","CMI_NT2_MRM_Indoor(LR)","C300v2","10G","46","10","1,571","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_MRM_OLT01_(แม่ริม)","1,363","-","2568 (ระหว่างปี)","null","null","null","OLT ยังใช้"
"12","NT","Online","รอสอบถาม","null","เชียงราย","เทิง","ZTE","10.230.21.102","CRI_NT2_Thoeng_Indoor(LR)","C600","10G","68","12","1,570","9 ปีขึ้นไป","Indoor","LR","15 Slot","New Platform","เทิง","1,601","-","2566","null","null","null","OLT ยังใช้"
"13","NT","Online","รอสอบถาม","null","เชียงใหม่","สันกำแพง","ZTE","10.230.1.202","CMI_NT2_SKP_Indoor(LR)","C300v2","10G","41","7","1,533","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_SKP_OLT01_(สันกำแพง)","1,324","-","null","null","null","null","OLT ยังใช้"
"14","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","แม่สะเรียง 1","ZTE","10.230.25.41","MSN_NT2_Maesariang_Indoor","C300","10G","48","24","1,522","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","แม่สะเรียง (FTTx)","1,513","ตั้งคู่ C600","2565","null","null","null","OLT ยังใช้"
"15","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","แม่ฮ่องสอน 1","ZTE","10.230.25.40","MSN_NT2_Maehongson_Indoor","C300","10G","71","33","1,465","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","แม่ฮ่องสอน (FTTx)","1,404","ตั้งคู่ C600","2565","2569","48V 20Ah","202011100831","OLT ยังใช้"
"16","NT","Online","รอสอบถาม","null","เชียงใหม่","ศูนย์ราชการจังหวัดเชียงใหม่","ZTE","10.230.2.55","CMI_NT2_CMI5_Indoor(LR)","C300v2","10G","53","11","1,428","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","cmi_cmgc_olt03_(ศูนย์ราชการเชียงใหม่ ZTE)","1,274","ตั้งคู่ C600","2567","null","null","null","OLT ยังใช้"
"17","NT","Online","รอสอบถาม","null","เชียงใหม่","ฝาง 1","ZTE","10.230.1.113","CMI_NT2_FNG_Indoor(LR)","C300v2","10G","36","8","1,406","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_FAN_OLT01_(ฝาง)","1,145","-","null","null","null","null","OLT ยังใช้"
"18","NT","Online","รอสอบถาม","null","เชียงใหม่","จอมทอง","ZTE","10.230.4.156","CMI_NT2_CTG_Indoor(LR)","C300v2","10G","32","8","1,399","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_CTG_OLT01_(จอมทอง)","1,145","-","null","null","null","null","OLT ยังใช้"
"19","NT","Online","รอสอบถาม","null","เชียงใหม่","สันทราย","ZTE","10.230.1.201","CMI_NT2_MJO_Indoor(LR)","C300v2","10G","45","3","1,336","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_MJO_OLT01_(แม่โจ้)","1,104","-","null","null","null","null","OLT ยังใช้"
"20","NT","Online","รอสอบถาม","null","เชียงใหม่","ศูนย์ราชการจังหวัดเชียงใหม่","ZTE","10.230.2.134","CMI_NT2_CMI2/3_Indoor(LR)","C300v2","10G","39","25","1,334","6 - 8 ปี","Indoor","LR","15 Slot","-","CMI_CMI2_OLT03_(เชียงใหม่ 2/3)","1,157","-","2568 (ระหว่างปี)","null","null","null","OLT ยังใช้"
"21","NT","Online","รอสอบถาม","null","เชียงใหม่","สี่แยกสนามบิน","ZTE","10.230.4.98","CMI_NT2_CMI4/2_Indoor(LR)","C300v2","10G","52","12","1,318","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","cmi_cmi4_olt02_(เชียงใหม่ 4/2)","1,149","-","null","null","null","null","OLT ยังใช้"
"22","NT","Online","รอสอบถาม","null","เชียงใหม่","ศูนย์ราชการจังหวัดเชียงใหม่","ZTE","10.230.4.100","CMI_NT2_CMI1_Indoor(LR)","C600","10G","35","93","1,288","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","cmi_cmi1_olt01_(เชียงใหม่ 1)","1,136","ตั้งคู่ C300","null","null","null","null","OLT ยังใช้"
"23","NT","Online","รอสอบถาม","null","เชียงใหม่","เชียงใหม่","ZTE","10.230.1.98","CMI_NT2_CMI3/2_Indoor(LR)","C300v2","10G","37","19","1,277","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_CMI3_OLT02_(เชียงใหม่ 3/2)","1,143","-","null","null","null","null","OLT ยังใช้"
"24","NT","Online","รอสอบถาม","null","เชียงราย","แม่สาย 1","ZTE","10.230.21.37","CRI_NT2_MaeSai_Indoor(LR)","C300v2","10G","79","1","1,274","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","แม่สาย FTTx","1,307","-","2566","null","null","null","OLT ยังใช้"
"25","NT","Online","รอสอบถาม","null","สุโขทัย","สุโขทัย 1","ZTE","10.229.29.80","STI_NT2_STI_Indoor(LR)","C300","10G","39","9","1,263","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT_NT_สุโขทัย","1,256","ตั้งคู่ C600","null","null","null","null","OLT ยังใช้"
"26","NT","Online","รอสอบถาม","null","เชียงใหม่","สันป่าตอง","ZTE","10.230.4.120","CMI_NT2_SPT_Indoor(LR)","C300v2","10G","30","2","1,221","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_SPT_OLT01_(สันป่าตอง)","1,007","-","2566","null","null","null","OLT ยังใช้"
"27","NT","Online","รอสอบถาม","null","เชียงใหม่","สี่แยกสนามบิน","ZTE","10.230.4.67","CMI_NT2_CMI4/1_Indoor(LR)","C300v2","10G","38","10","1,211","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","cmi_cmi4_olt01_(เชียงใหม่ 4/1)","1,086","-","null","null","null","null","OLT ยังใช้"
"28","NT","Online","รอสอบถาม","null","แพร่","แพร่ 1","ZTE","10.230.49.150","PRE_NT2_PRE_Indoor(LR)","C300","10G","54","2","1,174","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT_NT2_แพร่","744","ตั้งคู่ C300","2567","null","null","null","OLT ยังใช้"
"29","NT","Online","รอสอบถาม","null","เชียงใหม่","สันป่าตอง","ZTE","10.230.4.200","CMI_NT2_HDG_Indoor(LR)","C300v2","10G","31","9","1,155","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_HDG_OLT01_(หางดง)","944","-","null","null","null","null","OLT ยังใช้"
"30","NT","Online","รอสอบถาม","null","พิจิตร","พิจิตร 1","ZTE","10.255.23.6","PCT_NT2_Phichit_Indoor","C600","10G","49","15","1,146","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","OLT C600 พิจิตร","1,083","-","null","null","null","null","OLT ยังใช้"
"31","NT","Online","รอสอบถาม","null","แพร่","สูงเม่น","ZTE","10.230.49.202","PRE_NT2_SMN_Indoor(LR)","C600","10G","48","16","1,138","3 - 5 ปี","Indoor","LR","15 Slot","New Platform","OLT_NT2_สูงเม่น","1,137","-","null","null","null","null","OLT ยังใช้"
"32","NT","Online","รอสอบถาม","null","เชียงใหม่","ศูนย์ราชการจังหวัดเชียงใหม่","ZTE","10.230.2.56","CM_CMI5_C600_Indoor(LR)","C600","10G","4","60","1,130","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","OLT ศูนย์ราชการเชียงใหม่ c600","937","ตั้งคู่ C300","null","null","null","null","OLT ยังใช้"
"33","NT","Online","รอสอบถาม","null","เชียงใหม่","เชียงใหม่","ZTE","10.230.1.97","CMI_NT2_CMI3/1_Indoor(LR)","C300v2","10G","43","5","1,130","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","cmi_cmi3_olt01_(เชียงใหม่ 3/1)","983","-","null","null","null","null","OLT ยังใช้"
"34","NT","Online","รอสอบถาม","null","เชียงราย","แม่จัน","ZTE","10.230.21.103","CRI_NT2_MaeChan_Indoor(LR)","C600","10G","54","10","1,109","9 ปีขึ้นไป","Indoor","LR","15 Slot","New Platform","แม่จัน","1,112","-","2566","null","null","null","OLT ยังใช้"
"35","NT","Online","รอสอบถาม","null","เชียงใหม่","สันทราย","ZTE","10.230.1.203","CMI_NT2_DOS_Indoor(LR)","C300v2","10G","38","2","1,090","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_DOS_OLT01_(ดอยสะเก็ด)","835","-","null","null","null","null","OLT ยังใช้"
"36","NT","Online","รอสอบถาม","null","พิษณุโลก","พิษณุโลก 1","ZTE","10.229.12.120","PLK_NT2_RMN_xgspon_10.229.12.120_Indoor(LR)","C600","10G","45","19","1,087","3 - 5 ปี","Indoor","LR","15 Slot","New Platform","OLT_XGsPON_ริมน้ำ","1,078","-","null","null","null","null","OLT ยังใช้"
"37","NT","Online","รอสอบถาม","null","เชียงใหม่","จอมทอง","ZTE","10.230.4.159","CMI_NT2_MCM_Indoor(LR)","C300v2","10G","30","2","1,060","1 - 2 ปี","Indoor","LR","15 Slot","-","CMI_MCM_OLT01_(แม่แจ่ม)","954","-","null","null","null","null","OLT ยังใช้"
"38","NT","Online","รอสอบถาม","null","เชียงราย","เชียงของ","ZTE","10.230.21.101","CRI_NT2_ChiangKhong_Indoor(LR)","C600","10G","45","3","1,044","9 ปีขึ้นไป","Indoor","LR","15 Slot","New Platform","เชียงของ","1,041","-","2566","null","null","null","OLT ยังใช้"
"39","NT","Online","รอสอบถาม","null","พะเยา","null","ZTE","10.230.65.80","PYO_NT2_PYOFl5_Indoor(LR)","C600","10G","66","14","1,035","ไม่ระบุ","Indoor","LR","15 Slot","New Platform","OLT พะเยาC600 FL5","1,036","-","2567","null","null","null","OLT ยังใช้"
"40","NT","Online","รอสอบถาม","null","เชียงราย","พาน","ZTE","10.230.21.104","CRI_NT2_Phan_Indoor(LR)","C300v2","10G","48","0","1,028","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","พาน FTTx","1,031","-","null","null","null","null","OLT ยังใช้"
"41","NT","Online","รอสอบถาม","null","เชียงใหม่","ศูนย์ราชการจังหวัดเชียงใหม่","ZTE","10.230.4.202","CMI1_Indoor(LR)","C300v2","10G","28","4","1,023","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT (เชียงใหม่ 1)","-","ตั้งคู่ C600","2566","null","null","null","OLT ยังใช้"
"42","NT","Online","รอสอบถาม","null","เชียงใหม่","ฝาง 1","ZTE","10.230.1.204","CMI_NT2_CPK_Indoor(LR)","C300v2","10G","33","7","1,019","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_CPKN_OLT01_(ไชยปราการ)","782","-","null","null","null","null","OLT ยังใช้"
"43","NT","Online","รอสอบถาม","null","พิษณุโลก","พิษณุโลก 1","ZTE","10.229.12.211","PLK_NT2_KMT-xgspon_10.229.12.211_Indoor(LR)","C600","10G","38","10","1,008","3 - 5 ปี","Indoor","LR","15 Slot","New Platform","OLT_XGsPON_โคกมะตูม","1,017","-","null","null","null","null","OLT ยังใช้"
"44","NT","Online","รอสอบถาม","null","อุทัยธานี","หนองฉาง","ZTE","10.253.24.9","UTI_NT2_UTI_Indoor","C600","10G","45","19","1,008","3 - 5 ปี","Indoor","LR","15 Slot","New Platform","อุทัยธานี C600","511","-","null","2569","48V 20Ah & EMM","202011097632","OLT ยังใช้"
"45","NT","Online","รอสอบถาม","null","เชียงราย","แม่สาย 1","Fiberhome","10.162.245.3","CRI_NTI_MSI_Indoor(LR)  ol-f556-1 (สค.แม่สาย#1) 10G","AN5116-06B","10G","48","0","1,000","1 - 2 ปี","Indoor","LR","15 Slot","-","cr-msio-ol-f556-1(สค.แม่สาย#1)","672","ตั้งคู่รุ่นใหม่","null","null","null","null","OLT ยังใช้"
"46","NT","Online","รอสอบถาม","null","เชียงใหม่","ศูนย์ราชการจังหวัดเชียงใหม่","ZTE","10.230.2.139","CMI_NT2_AMP_Outdoor(LR)","C320v2","10G","27","5","993","3 - 5 ปี","Outdoor","LR","2 Slot","-","CMI_AMPM_OLT01_(อำเภอเมือง)","842","no","null","null","null","null","OLT ยังใช้"
"47","NT","Online","รอสอบถาม","null","นครสวรรค์","ตาคลี 1","ZTE","10.229.69.186","NSN_NT2_TKL (TaKhi)_Indoor(LR)","C600","10G","42","6","960","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","ตาคลี_C600","962","-","null","null","null","null","OLT ยังใช้"
"48","NT","Online","รอสอบถาม","null","เชียงใหม่","สันทราย","ZTE","10.230.1.118","CMI_NT2_SSI_Indoor(SR)","C600","10G","32","0","954","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","cmi_ssi_olt04_(สันทรายZTE)","785","-","null","null","null","null","OLT ยังใช้"
"49","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","null","Fiberhome","10.162.51.136","MSN_NT1_MSR_Maesariang_Office_สนง.แม่สะเรียง_OLT#2_XGSPON_10G_Indoor","AN6000-15","10G","61","3","953","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","OLT_NT1_MAE SARING(FTTx) ms-msro-ol-f615-1","788","ตั้งคู่รุ่นเก่า","2565","null","null","null","OLT ยังใช้"
"50","NT","Online","รอสอบถาม","null","เพชรบูรณ์","หล่มสัก 1","ZTE","10.229.85.202","PBN_NT2_LomSak_Indoor (LR)","C600","10G","26","6","902","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","หล่มสัก (XGPON)","913","-","null","null","null","null","OLT ยังใช้"
"51","NT","Online","รอสอบถาม","null","เชียงใหม่","สี่แยกสนามบิน","ZTE","10.230.4.103","CMI_NT2_CMI4/3_Indoor(LR)","C300v2","10G","36","12","901","6 - 8 ปี","Indoor","LR","15 Slot","-","cmi_cmi4_olt03_(เชียงใหม่ 4/3)","792","-","null","null","null","null","OLT ยังใช้"
"52","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","แม่ฮ่องสอน 1","ZTE","10.230.25.43","MSN_NT2_Khun_Yuom_Indoor","C300v2","10G","36","12","880","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT_ขุนยวม","877","-","null","null","null","null","OLT ยังใช้"
"53","NT","Online","รอสอบถาม","null","เชียงราย","เชียงราย 1","ZTE","10.230.21.106","CRI_NT2_ThaSai_Indoor(LR)","C600","10G","51","13","867","9 ปีขึ้นไป","Indoor","LR","15 Slot","New Platform","ท่าสาย","876","-","2566","null","null","null","OLT ยังใช้"
"54","NT","Online","รอสอบถาม","null","น่าน","น่าน 1","Fiberhome","10.162.27.131","NAN_NT1_MueangNan-1_10G_Indoor","AN5116-06B","10G","34","30","866","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","NAN_GPON-FH Office NT1","689","ตั้งคู่รุ่นใหม่","null","null","null","null","OLT ยังใช้"
"55","NT","Online","รอสอบถาม","null","อุตรดิตถ์","พิชัย","ZTE","10.229.33.104","UTT_NT2_PHC PiChai_Indoor","C300","10G","33","7","863","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT_NT_ชุมสายพิชัยC300","874","-","null","2569","48V 20Ah & EMM","202011095217","OLT ยังใช้"
"56","NT","Online","รอสอบถาม","null","ลำพูน","ป่าซาง","ZTE","10.230.33.153","LPN_NT2_Pasang_10.230.33.153_Indoor(LR)","C300","10G","31","13","857","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT ป่าซาง","676","-","2569","2569","48V 20Ah & EMM","202011075038","OLT ยังใช้"
"57","NT","Online","รอสอบถาม","null","นครสวรรค์","ท่าตะโก","ZTE","10.229.69.185","NSN_NT2_TTK (Thatako)_Indoor(LR)","C600","10G","24","8","852","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","ท่าตะโก_C600","848","-","null","null","null","null","OLT ยังใช้"
"58","NT","Online","รอสอบถาม","null","นครสวรรค์","นครสวรรค์ 1","ZTE","10.229.69.236","NSN_NT2_BWK_(BANWATKHAO)_Indoor(LR)","C300","10G","42","6","823","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","บ้านวัดเขา","832","ตั้งคู่ C600","null","null","null","null","OLT ยังใช้"
"59","NT","Online","รอสอบถาม","null","ตาก","แม่ระมาด","ZTE","10.229.17.103","TAK_NT2_MRT_XGPON_Indoor(LR)","C600","10G","31","17","815","9 ปีขึ้นไป","Indoor","LR","15 Slot","New Platform","OLT_NT_แม่ระมาด-XGSPON","818","-","2565","null","null","null","OLT ยังใช้"
"60","NT","Online","รอสอบถาม","null","เพชรบูรณ์","ซับสมอทอด","ZTE","10.229.85.204","PBN_NT2_SubSaMorTord_Indoor (LR)","C600","10G","26","6","805","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","ซับสมอทอด (XGPON)","808","-","null","null","null","null","OLT ยังใช้"
"61","NT","Online","รอสอบถาม","null","เชียงราย","เชียงราย 1","Fiberhome","10.162.160.132","CRI_NT1_SSM_Indoor(LR)  f5116-1 (ศรีทรายมูล) 10G","AN5516-06","10G","48","8","802","9 ปีขึ้นไป","Indoor","LR","6 Slot","-","CRI_GPON-FH SriSaiMoon NT1","573","-","2568 (ระหว่างปี)","null","null","null","OLT ยังใช้"
"62","NT","Online","รอสอบถาม","null","นครสวรรค์","ชุมแสง","ZTE","10.229.69.182","NSN_NT2_CSG (ChumSaeng)_Indoor(LR)","C600","10G","23","9","789","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","ชุมแสง_C600","788","-","null","null","null","null","OLT ยังใช้"
"63","NT","Online","รอสอบถาม","null","พิจิตร","ตะพานหิน 1","ZTE","10.255.23.8","PCT_NT2_TaPanHin_Indoor","C600","10G","24","8","781","9 ปีขึ้นไป","Indoor","LR","15 Slot","New Platform","OLT- TPH","814","-","null","null","null","null","OLT ยังใช้"
"64","NT","Online","รอสอบถาม","null","เพชรบูรณ์","ศรีเทพ","ZTE","10.229.85.203","PBN_NT2_SriThep_Indoor (LR)","C600","10G","18","14","779","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","ศรีเทพ (XGPON)","793","-","null","null","null","null","OLT ยังใช้"
"65","NT","Online","รอสอบถาม","null","ตาก","แม่สอด 1","ZTE","10.229.17.100","TAK_NT2_MST_XGPON_Indoor(LR)","C600","10G","38","10","772","9 ปีขึ้นไป","Indoor","LR","15 Slot","New Platform","OLT_NT_แม่สอด-XGSPON","753","-","2565","null","null","null","OLT ยังใช้"
"66","NT","Online","รอสอบถาม","null","อุตรดิตถ์","อุตรดิตถ์ 1","ZTE","10.229.33.100","UTT_NT2_UTT Uttaradit_Indoor","C300","10G","38","10","766","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT_NT_ชุมสายอุตรดิตถ์C300","690","-","2567","2569","48V 20Ah & EMM","205011482102","OLT ยังใช้"
"67","NT","Online","รอสอบถาม","null","ลำปาง","ลำปาง 1","ZTE","10.230.41.154","LPG_NT2_KoKha_Indoor(LR)","C600","10G","29","3","765","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","lpg_fttx_kka_03","763","-","null","null","null","null","OLT ยังใช้"
"68","NT","Online","รอสอบถาม","null","ลำปาง","เถิน 1","Fiberhome","10.162.4.136","LPG-THN-สค.เถิน-GPON 10G","AN5116-06B","10G","51","5","755","9 ปีขึ้นไป","ไม่ระบุในชื่อ Node","null","15 Slot","-","NT1_lp-thno-ol-f556-1","582","-","2566","null","null","null","OLT ยังใช้"
"69","NT","Online","รอสอบถาม","null","เพชรบูรณ์","หนองไผ่ 1","ZTE","10.229.85.208","PBN_NT2_NongPhai_Indoor (LR)","C600","10G","16","0","747","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","หนองไผ่ (XGPON)","756","-","null","null","null","null","OLT ยังใช้"
"70","NT","Online","รอสอบถาม","null","ลำพูน","ลำพูน 1","ZTE","10.230.33.152","LPN_NT2_Lampun1_10.230.33.152_Indoor(LR)","C300","10G","28","12","743","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT ลำพูน1","723","-","2567","null","null","null","OLT ยังใช้"
"71","NT","Online","รอสอบถาม","null","เชียงใหม่","ฝาง 1","ZTE","10.230.1.211","CMI_NT2_MAI_Indoor(LR)","C300v2","10G","23","1","743","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_MAI_OLT01_(แม่อาย)","635","-","null","null","null","null","OLT ยังใช้"
"72","NT","Online","รอสอบถาม","null","นครสวรรค์","นครสวรรค์ 1","ZTE","10.229.69.189","NSN_NT2_BWK (BanWatKaw)_Indoor(LR)","C600","10G","6","42","736","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","บ้านวัดเขา_C600","689","ตั้งคู่ C300","2566","null","null","null","OLT ยังใช้"
"73","NT","Online","รอสอบถาม","null","นครสวรรค์","พยุหะคีรี","ZTE","10.229.69.187","NSN_NT2_PYH (PhayuhaKhiri)_Indoor(LR)","C600","10G","29","3","730","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","พยุหะคีรี_C600","729","-","null","null","null","null","OLT ยังใช้"
"74","NT","Online","รอสอบถาม","null","ตาก","ตาก 1","Fiberhome","10.162.233.2","TAK_NT1_tako_Indoor (LR)  @(NT_TAK2)_TK2OC_10.162.233.2","AN6000-15","10G","41","23","730","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","OLT_NT1_ตาก2","491","-","2565","null","null","null","OLT ยังใช้"
"75","NT","Online","รอสอบถาม","null","เชียงใหม่","เชียงดาว","ZTE","10.230.1.200","CMI_NT2_PHR_Indoor(LR)","C300v2","10G","25","3","728","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_PHR_OLT01_(พร้าว)","630","-","null","null","null","null","OLT ยังใช้"
"76","NT","Online","รอสอบถาม","null","น่าน","น่าน 1","ZTE","10.230.62.62","NAN_NT2_NAN_Indoor","C600","10G","45","3","723","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","nan_nan_zte01 น่าน","714","-","2566","null","null","null","OLT ยังใช้"
"77","NT","Online","รอสอบถาม","null","กำแพงเพชร","ชากังราว","ZTE","10.230.77.1","KPT_NT2_KPT_Indoor(LR)","C600","10G","32","16","715","9 ปีขึ้นไป","Indoor","LR","15 Slot","New Platform","KPT_NT2_KPT_กำแพงเพชร_INDOOR[LR]","698","-","2567","null","null","null","OLT ยังใช้"
"78","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","แม่สะเรียง 1","Fiberhome","10.162.51.131","MSN_NT1_MSR_Maesariang_Office_สนง.แม่สะเรียง_OLT#1_GPON_10G_Indoor","AN5116-06B","10G","48","8","714","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","null","null","ตั้งคู่รุ่นใหม่","null","null","null","null","OLT ยังใช้"
"79","NT","Online","รอสอบถาม","null","เชียงใหม่","จอมทอง","ZTE","10.230.4.203","CMI_NT2_HOT_Indoor(LR)","C300v2","10G","22","2","705","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_HOT_OLT01_(ฮอด)","562","-","null","null","null","null","OLT ยังใช้"
"80","NT","Online","รอสอบถาม","null","เชียงราย","เชียงราย 2","Fiberhome","10.162.138.133","CRI_NT1_NLE_Indoor(LR)  f60015(นางแล) 10G Xgpon","AN6000-15","10G","36","12","701","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","cr-nles-ol-f60015_Xgpon(นางแล)","500","-","2566","null","null","null","OLT ยังใช้"
"81","NT","Online","รอสอบถาม","null","เชียงราย","เชียงราย 2","Fiberhome","10.162.8.130","CRI_NT1_CRI_Indoor(LR) (สค.เชียงราย) 10G Xgpon","AN6000-15","10G","38","26","698","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","สค.เชียงราย#3 XGPON","655","-","2565","null","null","null","OLT ยังใช้"
"82","NT","Online","รอสอบถาม","null","เชียงใหม่","สี่แยกสนามบิน","ZTE","10.230.4.114","CMI_NT2_SPI_Indoor(LR)","C300v2","10G","20","20","688","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","CMI_SPI_OLT01_(สารภี)","617","-","null","null","null","null","OLT ยังใช้"
