NO,Operator,Node_Status,Life,Asset,Province,Service_Center,Brand,NE_IP,NE_Name,NE_Type,Bandwidth,Used_Port,Free_Port,Total,Battery_life,Type,PON_Type,OLT_Slot,Platform,Name_Umbo,customer_Umbo,OLT_Twin,Procurement_OLT,Procurement_Battery_Li_On,Battery_Site,Asset_Battery,Check_Update_OLT
"1540","NT","Online","รอสอบถาม","null","เพชรบูรณ์","หนองไผ่ 2","Huawei_NT1","10.152.137.132","NaKhom_NongPai_MA5603T(10.152.137.132)","MA5603T","10G","8","0","91","3 - 5 ปี","ไม่ระบุ","0","7 Slot","-","null","null","-","null","null","null","null","OLT ยังใช้"
"1541","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","แม่สะเรียง 1","Fiberhome","10.162.30.158","MSN_NT1_MSR_Longpaeshcool_ล่องแพวิทยา_GPON_1G_Indoor(ER)","AN5516-04","10G","8","8","91","1 - 2 ปี","Indoor","LR","2 Slot","-","ชุมสายโรงเรียนล่องแพ(FTTX)_NT1","78","no","null","null","null","null","OLT ยังใช้"
"1542","24K","null","null","null","กำแพงเพชร","กำแพงเพชร 2","ZTE","10.223.157.11","kpt-stm-24kolt01(10.223.157.11)","C320v2","10G","3","5","91","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1543","24K","null","null","null","พิษณุโลก","วังทอง","ZTE","10.223.165.72","plk-bpy-24kolt04-Ban Pai yai(10.223.165.72)","C320v2","10G","6","2","91","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1544","24K","null","null","null","นครสวรรค์","ตาคลี 1","ZTE","10.223.162.233","nsn-tktk1-24kolt01(10.223.162.233) Takhli 1","C320v2","10G","4","4","91","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1545","24K","null","null","null","เชียงใหม่","ฝาง 1","ZTE","10.223.154.75","cmi-jsn7-24kolt01(10.223.154.75)","C320v2","10G","5","3","91","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1546","24K","null","null","null","นครสวรรค์","ท่าตะโก","ZTE","10.223.162.196","nsn-tfpny2-24kolt01(10.223.162.196) Phu Nokyung 2","C320v2","10G","3","5","91","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1547","24K","null","null","null","น่าน","ปัว","ZTE","10.223.161.5","nan-bph-24kolt01(10.223.161.5)","C320v2","10G","6","2","91","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1548","24K","null","null","null","เพชรบูรณ์","ซับสมอทอด","ZTE","10.223.163.119","pbn-yksp-24kolt01(10.223.163.119)","C320v2","10G","4","4","91","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1549","24K","null","null","null","แพร่","เด่นชัย","ZTE","10.223.166.28","pre-bac-24kolt01(10.223.166.28)","C320v2","10G","5","3","91","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1550","NT","Online","รอสอบถาม","null","ตาก","ตาก 1","ZTE","10.229.17.149","TAK_NT2_TAK_NongBuaNea_Outdoor(LR)","C320v2","10G","4","4","91","3 - 5 ปี","Outdoor","LR","2 Slot","-","OLT_NT_อบต.หนองบัวเหนือ","92","no","null","null","null","null","OLT ยังใช้"
"1551","24K","null","null","null","กำแพงเพชร","พรานกระต่าย","ZTE","10.223.157.112","kpt-jtm-24kolt01(10.223.157.112)","C320v2","10G","3","5","91","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1552","24K","null","null","null","เชียงราย","พาน","ZTE","10.223.156.73","cri-paj10-24kolt01(10.223.156.73)","C320v2","10G","4","4","91","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1553","NT","Online","รอสอบถาม","null","ลำปาง","ลำปาง 1","ZTE","10.230.41.120","LPG_NT2_BaanRongKho_Outdoor(ER)","C320v2","10G","6","2","91","6 - 8 ปี","Outdoor","ER","2 Slot","-","RongKor","94","no","2569","null","null","null","OLT ยังใช้"
"1554","24K","null","null","null","กำแพงเพชร","สลกบาตร","ZTE","10.223.157.86","kpt-nld-24kolt01(10.223.157.86)","C320v2","10G","3","5","90","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1555","NT","Online","รอสอบถาม","null","เพชรบูรณ์","หนองไผ่ 1","ZTE","10.229.85.149","PBN_NT2_PhetLaKorn M.12_Outdoor (LR)","C320v1.2","10G","4","4","90","3 - 5 ปี","Outdoor","LR","2 Slot","-","เพชรละครหมู่12(Fttx)","90","no","null","null","null","null","OLT ยังใช้"
"1556","24K","null","null","null","อุทัยธานี","หนองฉาง","ZTE","10.223.170.40","uti-ngnn-24kolt01(10.223.170.40)","C320v2","10G","7","1","90","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1557","24K","null","null","null","อุตรดิตถ์","อุตรดิตถ์ 1","ZTE","10.223.171.41","utt-hast-24kolt06(10.223.171.41) SanTor","C320v2","10G","4","4","90","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1558","NT","Online","รอสอบถาม","null","ลำปาง","ลำปาง 1","ZTE","10.230.41.150","LPG_NT2_Baan Eua Arthorn_Outdoor(LR)","C620","10G","13","3","90","1 - 2 ปี","Outdoor","LR","2 Slot","New Platform","lpg_art_fttx","91","no","null","null","null","null","OLT ยังใช้"
"1559","24K","null","null","null","นครสวรรค์","ชุมแสง","ZTE","10.223.162.30","nsn-nbhr1-24kolt01(10.223.162.30) Huai Ruam 1","C320v2","10G","3","5","90","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1560","NT","Online","รอสอบถาม","null","เพชรบูรณ์","เพชรบูรณ์ 1","ZTE","10.229.85.154","PBN_NT2_KlongMaNao_Outdoor (LR)","C320v2","10G","4","4","90","6 - 8 ปี","Outdoor","LR","2 Slot","-","คลองมะนาว","87","no","null","null","null","null","OLT ยังใช้"
"1561","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","แม่สะเรียง 1","Huawei_NT2","10.230.31.2","MSN_NT2_MLN_แม่ลาหลวง_Outdoor(ER)","MA5608T","10G","6","10","90","9 ปีขึ้นไป","Outdoor","ER","2 Slot","-","OLT_Maelalunag","93","no","2565","null","null","null","OLT ยังใช้"
"1562","NT","Online","รอสอบถาม","null","ลำพูน","ป่าซาง","ZTE","10.230.37.89","LPN_NT2_PA PHAI_Lii _10.230.37.89_Outdoor(ER)","C320v2","10G","6","2","90","3 - 5 ปี","Outdoor","ER","2 Slot","-","PaPhaiLii (ป่าไผ่ ลี้ )","85","no","null","null","null","null","OLT ยังใช้"
"1563","NT","Online","รอสอบถาม","null","กำแพงเพชร","คลองขลุง","Huawei_NT2","10.230.77.21","KPT_NT2_SWN_ทุ่งทราย ม.15_OUTDOOR[LR]","MA5800-X2","10G","5","11","90","6 - 8 ปี","Outdoor","LR","2 Slot","New Platform","KPT_NT2_SWN_ทุ่งทราย ม.15_OUTDOOR[LR]","89","no","2567","null","null","null","OLT ยังใช้"
"1564","NT","Online","รอสอบถาม","null","นครสวรรค์","นครสวรรค์ 1","Huawei_NT1","10.152.43.130","KrokPhra_MA5608T(10.152.43.130)","MA5608T","10G","13","3","90","3 - 5 ปี","ไม่ระบุ","0","2 Slot","-","NT1_โกรกพระ","90","no","null","null","null","null","OLT ยังใช้"
"1565","24K","null","null","null","เชียงราย","พาน","ZTE","10.223.156.74","cri-spke5-24kolt01(10.223.156.74)","C320v2","10G","4","4","90","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1566","NT","Online","รอสอบถาม","null","ลำพูน","ลำพูน 1","ZTE","10.230.33.209","LPN_NT2_MaeRongNoy_10.230.33.209_Outdoor(LR)","C320v2","10G","5","3","90","3 - 5 ปี","Outdoor","LR","2 Slot","-","LPN_MaeRongNoy","88","no","null","null","null","null","OLT ยังใช้"
"1567","NT","Online","รอสอบถาม","null","เชียงราย","พาน","ZTE","10.230.21.173","CRI_NT2_DoiNgam1_Outdoor(LR)","C320v2","10G","4","4","90","3 - 5 ปี","Outdoor","LR","2 Slot","-","ดอยงาม","90","no","null","null","null","null","OLT ยังใช้"
"1568","24K","null","null","null","เชียงใหม่","จอมทอง","ZTE","10.223.154.16","cmi-bpm1-24kolt01(10.223.154.16)","C320v2","10G","6","2","90","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1569","24K","null","null","null","เชียงราย","เวียงป่าเป้า","ZTE","10.223.156.95","cri-hsy13-24kolt01(10.223.156.95)","C320v2","10G","5","3","90","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1570","24K","null","null","null","อุทัยธานี","หนองฉาง","ZTE","10.223.170.24","uti-ngkd-24kolt01(10.223.170.24)","C320v2","10G","3","5","90","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1571","BigRock","null","null","null","แม่ฮ่องสอน","ปาย 1","ZTE","10.223.160.38","msn-pai-bigrock-olt03(10.223.160.38) Huay Hear","C320v2","10G","7","1","89","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1572","NT","Online","รอสอบถาม","null","น่าน","น่าน 1","ZTE","10.230.62.48","NAN_NT2_BKNG_Outdoor","C620","10G","6","10","89","1 - 2 ปี","Outdoor","null","2 Slot","New Platform","nan_bkng_zte01 บ้านค่างาม","89","no","null","null","null","null","OLT ยังใช้"
"1573","NT","Online","รอสอบถาม","null","พิจิตร","พิจิตร 1","Calix","10.152.93.140","NT1_indoor ใน site สี่แยกหนองหัวปลวก","E7-2","10G","6","2","89","1 - 2 ปี","Indoor","LR","2 Slot (Max 24 Port)","-","null","null","no","null","null","null","null","OLT ยังใช้"
"1574","NT","Online","รอสอบถาม","null","ลำปาง","ลำปาง 1","Fiberhome","10.162.80.130","LPG_NT1_WANR_Indoor__________วังเหนือ 10.162.80.130__Uplink__10G","AN5516-04","10G","6","2","89","6 - 8 ปี","Indoor","LR","2 Slot","-","NT1_LPG_GPON FH WangNua NT1","73","no","null","null","null","null","OLT ยังใช้"
"1575","24K","null","null","null","พิจิตร","พิจิตร 1","ZTE","10.223.164.42","pct-skh1-24kolt01(10.223.164.42)","C320v2","10G","3","5","89","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1576","24K","null","null","null","พะเยา","เชียงคำ","ZTE","10.223.167.21","pyo-bhk-24kolt01(10.223.167.21)","C320v2","10G","4","4","89","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1577","NT","Online","รอสอบถาม","null","ลำพูน","ลำพูน 1","ZTE","10.230.37.72","LPN_NT2_BAN PA TUENG NGAM_10.230.37.72_Outdoor(LR)","C320v2","10G","5","3","89","3 - 5 ปี","Outdoor","LR","2 Slot","-","BanPaTuengNgam (บ้านป่าตึงงาม )","91","no","null","null","null","null","OLT ยังใช้"
"1578","24K","null","null","null","สุโขทัย","สวรรคโลก 2","ZTE","10.223.168.41","sti-kld5-24kolt01(10.223.168.41)","C320v2","10G","2","6","89","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1579","NT","null","null","null","ตาก","แม่ระมาด","ZTE","10.223.244.29","tak-mrt-totolt021(10.223.244.29)","C320v2","10G","4","4","89","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","OLT_TOT_แม่หละไทย","89","no","null","null","null","null","OLT ไม่มีในข้อมูลใหม่"
"1580","NT","Online","รอสอบถาม","null","พิจิตร","ตะพานหิน 1","Huawei_NT1","10.152.129.134","SaiDongYang_MA5608T(10.152.129.134)","MA5608T","10G","7","1","89","3 - 5 ปี","ไม่ระบุ","0","2 Slot","-","null","null","no","null","null","null","null","OLT ยังใช้"
"1581","24K","null","null","null","อุตรดิตถ์","น้ำปาด","ZTE","10.223.171.51","utt-tha-24kolt04(10.223.171.51) Saingam","C320v2","10G","3","5","89","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1582","24K","null","null","null","กำแพงเพชร","สลกบาตร","ZTE","10.223.157.109","kpt-sps-24kolt01(10.223.157.109)","C320v2","10G","6","2","89","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1583","NT","Online","รอสอบถาม","null","ตาก","null","ZTE","10.229.17.163","TAK_NT2_MEC_Thungmarkhampom_Outdoor(LR)","C320v2","10G","5","3","89","1 - 2 ปี","Outdoor","LR","2 Slot","-","OLT_NT_บ้านทุ่งมะขามป้อม","90","no","null","null","null","null","OLT ยังใช้"
"1584","NT","Online","รอสอบถาม","null","ลำปาง","เถิน 1","ZTE","10.230.41.128","LPG_NT2_MaePrix_Indoor(LR)","C320v2","10G","3","1","88","3 - 5 ปี","Indoor","LR","2 Slot","-","lpg_maeprix_fttx","89","no","null","null","null","null","OLT ยังใช้"
"1585","NT","null","null","null","กำแพงเพชร","กำแพงเพชร 2","Calix","10.152.7.138","สค.กำแพงเพชร138","E7-2","10G","14","2","88","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot (Max 24 Port)","-","null","null","no","null","null","null","null","OLT ไม่มีในข้อมูลใหม่"
"1586","24K","null","null","null","พิษณุโลก","วังทอง","ZTE","10.223.165.74","plk-bsb-24kolt06-Ban Sum bon(10.223.165.74)","C320v2","10G","4","4","88","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1587","NT","Online","รอสอบถาม","null","ลำพูน","ป่าซาง","ZTE","10.230.37.17","LPN_NT2_BAN HUAI TOKE_10.230.37.17_Outdoor(LR)","C320v2","10G","8","0","88","3 - 5 ปี","Outdoor","LR","2 Slot","-","BanHuaiToke (บ้านห้วยโทก )","87","no","null","null","null","null","OLT ยังใช้"
"1588","NT","Online","รอสอบถาม","null","เพชรบูรณ์","เพชรบูรณ์ 1","ZTE","10.229.85.160","PBN_NT2_BanPlum_Outdoor (LR)","C320v2","10G","3","5","88","3 - 5 ปี","Outdoor","LR","2 Slot","-","บ้านพลำ (FTTx)","87","no","null","null","null","null","OLT ยังใช้"
"1589","NT","Online","รอสอบถาม","null","เพชรบูรณ์","หนองไผ่ 2","Huawei_NT1","10.152.62.130","Banpote_MA5603T(10.152.62.130)","MA5603T","10G","5","3","88","1 - 2 ปี","ไม่ระบุ","0","7 Slot","-","NT1_CDMA บ้านโภชน์","98","-","null","null","null","null","OLT ยังใช้"
"1590","24K","null","null","null","เชียงราย","พาน","ZTE","10.223.156.66","cri-hps12-24kolt01(10.223.156.66)","C320v2","10G","4","4","88","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1591","24K","null","null","null","กำแพงเพชร","สลกบาตร","ZTE","10.223.157.105","kpt-bkm-24kolt01(10.223.157.105)","C320v2","10G","5","3","88","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1592","USO","null","null","null","แม่ฮ่องสอน","แม่ฮ่องสอน 1","ZTE","10.223.249.3","msn-kym_usoolt182(ban_huay_tun_noon)","C320v2","10G","6","2","88","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","msn-kym-USOOLT182","89","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1593","NT","Online","รอสอบถาม","null","เพชรบูรณ์","ซับสมอทอด","ZTE","10.229.85.133","PBN_NT2_KanJu M.14_Outdoor (LR)","C320v1.2","10G","6","2","88","3 - 5 ปี","Outdoor","LR","2 Slot","-","กันจุ ม.14","78","no","null","2569","48V 50Ah","202011094927","OLT ยังใช้"
"1594","24K","null","null","null","นครสวรรค์","ท่าตะโก","ZTE","10.223.162.218","nsn-pslpps5-24kolt01(10.223.162.218) Pho Prasat 5","C320v2","10G","4","4","88","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1595","NT","Online","รอสอบถาม","null","เชียงราย","แม่สาย 1","ZTE","10.230.21.133","CRI_NT2_SobRuak_Indoor(LR)","C320v2","10G","8","8","88","6 - 8 ปี","Indoor","LR","2 Slot","-","สบรวก","91","no","null","null","null","null","OLT ยังใช้"
"1596","NT","Online","รอสอบถาม","null","เชียงใหม่","สันป่าตอง","ZTE","10.230.4.36","CMI_NT2_TSTK_Outdoor(LR)","C320v2","10G","5","3","88","3 - 5 ปี","Outdoor","LR","2 Slot","-","CMI_TSTK_OLT01_(ทุ่งสะโตก)","74","no","null","null","null","null","OLT ยังใช้"
"1597","NT","Online","รอสอบถาม","null","อุตรดิตถ์","น้ำปาด","ZTE","10.229.33.144","UTT_NT2_PHM2 PhaLuad_Outdoor(ER)","C320v2","10G","5","3","88","3 - 5 ปี","Outdoor","ER","2 Slot","-","OLT_NT_ผาเลือด","89","no","null","2569","48V 20Ah & EMM","202011098742","OLT ยังใช้"
"1598","NT","Online","รอสอบถาม","null","อุตรดิตถ์","อุตรดิตถ์ 1","ZTE","10.229.33.130","UTT_NT2_KHM8 KhoiSung M8_Outdoor(ER)","C320v2","10G","3","5","88","3 - 5 ปี","Outdoor","ER","2 Slot","-","OLT_NT_ข่อยสูงม.8","89","no","null","2569","48V 20Ah & EMM","202011095221","OLT ยังใช้"
"1599","NT","Online","รอสอบถาม","null","ตาก","ตาก 1","ZTE","10.229.17.136","TAK_NT2_TAK_ThaMaiDeang_Outdoor(ER)","C320v2","10G","4","4","88","3 - 5 ปี","Outdoor","ER","2 Slot","-","OLT_NT_บ้านท่าไม้แดง","88","no","null","null","null","null","OLT ยังใช้"
"1600","NT","Online","รอสอบถาม","null","กำแพงเพชร","กำแพงเพชร 2","Calix","10.152.99.130","NODEมอมะนาว","E7-2","10G","8","8","87","6 - 8 ปี","Outdoor","null","2 Slot (Max 24 Port)","-","null","null","no","null","null","null","null","OLT ยังใช้"
"1601","NT","Online","รอสอบถาม","null","เพชรบูรณ์","หล่มสัก 2","Calix","10.152.192.132","NT1_บุ่งคล้า","E7-2","10G","8","0","87","1 - 2 ปี","Outdoor","LR","2 Slot (Max 24 Port)","-","null","null","no","null","null","null","null","OLT ยังใช้"
"1602","NT","Online","รอสอบถาม","null","เชียงใหม่","แม่ริม","Huawei_NT2","10.230.238.123","BNCH-NEW","MA5608T","10G","5","11","87","1 - 2 ปี","ไม่ระบุในชื่อ Node","null","2 Slot","-","cmi_bnch_olt01_บ้านช้าง (Huawei)","76","no","null","null","null","null","OLT ยังใช้"
"1603","24K","null","null","null","แม่ฮ่องสอน","แม่ฮ่องสอน 1","ZTE","10.223.160.19","msn-msn-24kolt02(10.223.160.19)mai sang nam","C320v2","10G","4","4","87","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1604","24K","null","null","null","พะเยา","พะเยา 1","ZTE","10.223.167.52","pyo-sacp-24kolt01(10.223.167.52)","C320v2","10G","5","3","87","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1605","NT","Online","รอสอบถาม","null","เชียงใหม่","เชียงใหม่","Fiberhome","10.162.170.131","CMI_NT1_PSG_Indoor(LR)","AN5116-06B","10G","9","7","87","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT_NT1_พระสิงห์","36","-","null","null","null","null","OLT ยังใช้"
"1606","24K","null","null","null","กำแพงเพชร","พรานกระต่าย","ZTE","10.223.157.79","kpt-mpt-24kolt01(10.223.157.79)","C320v2","10G","3","5","87","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1607","24K","null","null","null","นครสวรรค์","ตาคลี 1","ZTE","10.223.162.245","nsn-tkst2-24kolt01(10.223.162.245) Soithong 2","C320v2","10G","2","6","87","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1608","NT","null","null","null","พะเยา","เชียงคำ","ZTE","10.223.246.3","pyo-ckm-totolt_pangkha","C320v2","10G","7","1","87","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","ปางค่า_USO","91","no","null","null","null","null","OLT ไม่มีในข้อมูลใหม่"
"1609","24K","null","null","null","ตาก","แม่สอด 1","ZTE","10.223.169.45","tak-hkl-24kolt01(10.223.169.45)","C320v2","10G","3","5","87","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1610","BigRock","null","null","null","แม่ฮ่องสอน","แม่ฮ่องสอน 1","ZTE","10.223.160.25","msn-msn-bigrock-olt02(10.223.160.25) Num Kad","C320v2","10G","5","3","87","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1611","24K","null","null","null","กำแพงเพชร","กำแพงเพชร 1","ZTE","10.223.157.125","kpt-huy-24kolt01(10.223.157.125)","C320v2","10G","3","5","86","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1612","NT","Online","รอสอบถาม","null","อุทัยธานี","หนองฉาง","Huawei_NT2","10.229.63.2","uti_hwi_nky_10.229.63.2","MA5608T","10G","5","3","86","9 ปีขึ้นไป","ไม่ระบุในชื่อ Node","null","2 Slot","-","OLTหนองขาหย่าง_Huawei","66","no","null","null","null","null","OLT ยังใช้"
"1613","24K","null","null","null","นครสวรรค์","ท่าตะโก","ZTE","10.223.162.226","nsn-npk3-24kolt01(10.223.162.226) Nong Phikun 3","C320v2","10G","3","5","86","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1614","NT","Online","รอสอบถาม","null","เชียงราย","แม่จัน","Fiberhome","10.162.147.131","CRI_NT1_DLG_Indoor(LR) (ดอยหลวง)10G","AN5516-04","10G","4","4","86","3 - 5 ปี","Indoor","LR","2 Slot","-","CRI_GPON FH Doi Luang NT1","33","no","null","null","null","null","OLT ยังใช้"
"1615","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","แม่สะเรียง 1","ZTE","10.230.25.62","MSN_NT2_Thapabum_Outdoor(LR)","C320v1.2","10G","6","2","86","6 - 8 ปี","Outdoor","LR","2 Slot","-","OLT_บ้านท่าผาปุ้ม","83","no","null","null","null","null","OLT ยังใช้"
"1616","24K","null","null","null","กำแพงเพชร","กำแพงเพชร 1","ZTE","10.223.157.117","kpt-bkw-24kolt01(10.223.157.117)","C320v2","10G","5","3","86","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1617","24K","null","null","null","กำแพงเพชร","ชากังราว","ZTE","10.223.157.36","kpt-wda-24kolt01(10.223.157.36)","C320v2","10G","3","5","86","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1618","NT","Online","รอสอบถาม","null","น่าน","ปัว","Fiberhome","10.162.99.131","NAN_NT1_PongSaNook_10G_Indoor","AN5516-04","10G","5","3","86","3 - 5 ปี","Indoor","LR","2 Slot","-","null","null","no","null","null","null","null","OLT ยังใช้"
"1619","24K","null","null","null","นครสวรรค์","ชุมแสง","ZTE","10.223.162.11","nsn-csnkj3-24kolt01(10.223.162.11) Nong Krachao 3","C320v2","10G","4","4","86","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1620","NT","Online","รอสอบถาม","null","สุโขทัย","สุโขทัย 1","ZTE","10.229.29.124","STI_NT2_SSRWALU_Outdoor(ER)","C320v1.2","10G","6","2","86","3 - 5 ปี","Outdoor","ER","2 Slot","-","OLT_NT_ศรีสำโรง(วังลึก)","86","no","2569","null","null","null","OLT ยังใช้"
"1621","USO","null","null","null","ตาก","ตาก 1","ZTE","10.223.244.27","tak-usotot-denkraten(10.223.244.27)","C320v2","10G","5","3","86","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","TOT_OLT_019","82","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1622","24K","null","null","null","พะเยา","เชียงคำ","ZTE","10.223.167.87","pyo-atog-24kolt01(10.223.167.87)","C320v2","10G","4","4","86","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"1623","NT","Online","รอสอบถาม","null","แพร่","เด่นชัย","ZTE","10.230.49.182","PRE_NT2_Borleklong_Outdoor(ER)","C320v2","10G","4","4","86","6 - 8 ปี","Outdoor","ER","2 Slot","-","OLT_NT2_บ่อเหล็กลอง","87","no","null","null","null","null","OLT ยังใช้"
"1624","NT","Online","รอสอบถาม","null","เพชรบูรณ์","เพชรบูรณ์ 2","Calix","10.152.14.141","NT1_หนองนารี","E7-2","10G","6","2","86","1 - 2 ปี","Outdoor","LR","2 Slot (Max 24 Port)","-","null","null","no","null","null","null","null","OLT ยังใช้"
"1625","USO","null","null","null","นครสวรรค์","ลาดยาว","ZTE","10.223.239.42","nsn-ctb-nsn-mks-uso3kolt01","C320v2","10G","2","6","86","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","nsn-ctb-nsn-mks-uso3kolt01","85","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
