ID,LocationName,Latitude,Longitude,ServiceCenter,Province,Type
10223243105,KPT_NT2_USO-NPI_หนองไผ่_D[ER],16.33812919906,99.79052442654,NT2,กำแพงเพชร,D
10223243106,KPT_NT2_USO-NRG_หนองรวก_D[ER],16.36063393453,99.96688866138,NT2,กำแพงเพชร,D
1022324311,kpt-kpt-USOOLT575SSW,16.30180712944,99.42886725952,NT2,กำแพงเพชร,D
1022324312,kpt-sng-USOOLT576PanThong,16.35766799662,99.80950799941,NT2,กำแพงเพชร,D
1022324313,kpt-nol-USOOLT577TMD,16.63074598014,99.43522890675,NT2,กำแพงเพชร,D
1022324314,kpt-kwb-USOOLT578TTD,16.34572077245,99.90420648196,NT2,กำแพงเพชร,D
1022324315,kpt-ncm-USOOLT581DPN,16.37715094897,99.34816730716,NT2,กำแพงเพชร,D
1022324316,kpt-ncm-USOOLT586LSL,16.44300307345,99.32342567823,NT2,กำแพงเพชร,D
1022324317,kpt-ncm-USOOLT588PKN,16.46664760454,99.26368153841,NT2,กำแพงเพชร,D
1022324318,USO คลองสมุย,16.47552891311,99.52949508714,NT2,กำแพงเพชร,
1022324319,kpt-ncm-USOOLT607TNA,16.63464782391,99.40598981805,NT2,กำแพงเพชร,D
102232432,kpt-pst-USOOLT553MWKT,16.02827174900,99.39432076866,NT2,กำแพงเพชร,D
1022324320,kpt-ncm-USOOLT611WCP,16.56883044850,99.37645358947,NT2,กำแพงเพชร,D
1022324321,kpt-pki-USOOLT613WKG,16.73391164189,99.44120565237,NT2,กำแพงเพชร,D
1022324322,kpt-pki-USOOLT616TMI,16.72206147786,99.46103717109,NT2,กำแพงเพชร,D
1022324323,kpt-pki-USOOLT617NSI,16.79538251094,99.43002586819,NT2,กำแพงเพชร,D
1022324324,kpt-pki-USOOLT621LKT,16.77057414418,99.40507213808,NT2,กำแพงเพชร,D
1022324325,kpt-pki-USOOLT623TMF,16.81082038291,99.56789138294,NT2,กำแพงเพชร,D
1022324327,kpt-kpt-USOOLT591STI,16.48469003263,99.72784348620,NT2,กำแพงเพชร,D
1022324329,kpt-slb-USOOLT539SSB,15.92666803930,99.42096955048,NT2,กำแพงเพชร,D
